Signatur,Sortierung,Spider,Test,Parameter,Bedeutung,Format,URL (manuell),Bezeichnung der URL (nur intern),Stufe 2 de,Stufe 2 fr,Stufe 2 it,Stufe 3 de,Stufe 3 fr,Stufe 3 it,Matching,GN-Match,Bemerkung DE,Bemerkung FR,Bemerkung IT,interne Bemerkung,Gesetzliche Grundlage,Aktivität
BE_RG_002,23,,,,,,,,Regionalgerichte,Tribunaux régionaux,,Zivilgerichte,Section civile,,Zivilgericht,,,,,BE 161.1,,
BE_RG_999,24,,,,,,,,Regionalgerichte,Tribunaux régionaux,,Weitere Regionsalgerichte,Autres tribunaux régionaux,,,,,,,BE 161.1,,
BE_RR_001,25,,,,,,,,Regierungsrat,Conseil-exécutif,,,,,,,,,,BE 155.21,,
BE_SB_001,26,,,,,,,,Schlichtungsbehörden,Autorités de conciliation,,,,,,,,,,BE 161.1,,
BE_STA_001,27,,,,,,,,Staatsanwaltschaft,Ministère public,,Generalstaatsanwaltschaft,Parquet général,,,,,,,BE 161.1,,
BE_STA_002,28,,,,,,,,Staatsanwaltschaft,Ministère public,,Kantonale Staatsanwaltschaften,Ministère public cantonaux,,,,,,,BE 161.1,,
BE_STA_003,29,,,,,,,,Staatsanwaltschaft,Ministère public,,Regionale Staatsanwaltschaften,Ministère public régionaux,,,,,,,BE 161.1,,
BE_STA_004,30,,,,,,,,Staatsanwaltschaft,Ministère public,,Jugendstaatsanwaltschaften,Ministère public des mineurs,,,,,,,,,
BE_STA_999,31,,,,,,,,Staatsanwaltschaft,Ministère public,,Sonstiges,Autres,,,,,,,BE 161.1,,
BE_VB_001,32,BE_BVD,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.bvd-entscheide.apps.be.ch/tribunapublikation/#,Bau- und Verkehrsdirektion,Verwaltungsbehörden,Autorités administratives,,Bau- und Verkehrsdirektion,Direction des travaux publics et des transports,,,,,,,BE 155.21,,
BE_VB_002,33,BE_Weitere,,,,,https://www.bkd.be.ch/de/start/ueber-uns/die-organisation/bkd-generalsekretariat/rechtsdienst-bkd/ausgewaehlte-beschwerdeentscheide.html,Bildungs- und Kulturdirektion,Verwaltungsbehörden,Autorités administratives,,Bildungs- und Kulturdirektion,Direction de l'instruction publique et de la culture,,,,,,,BE 155.21,,
BE_VB_003,34,BE_Weitere,,,,,https://www.gsi.be.ch/de/start/ueber-uns/generalsekretariat/rechtsabteilung/rechtsprechung.html,"Gesundheits-, Sozial und Integrationsdirektion",Verwaltungsbehörden,Autorités administratives,,"Gesundheits-, Sozial und Integrationsdirektion","Direction de la santé, des affaires sociales et de l'intégration",,,,,,,BE 155.21,,
BE_VB_004,35,BE_Weitere,,,,,https://www.gba.dij.be.ch/de/start/grundbuch/rechtliches/beschwerdeentscheide.html,Direktion für Inneres und Justiz,Verwaltungsbehörden,Autorités administratives,,"Direktion für Inneres und Justiz, Grundbuchämter","Direction de l’intérieur et de la justice, Droit du registre foncier",,,,,,,BE 155.21,,
BE_VB_007,38,,,,,,,,Verwaltungsbehörden,Autorités administratives,,,,,,,,,,BE 155.21,,
BE_RZMG_001,39,,,,,,,,Regionale Zwangsmassnahmengerichte,Tribunaux régionaux des mesures de contrainte,,,,,,,,,,BE 161.1,,
BE_NAB_001,40,,,,,,,,Aufsichtsbehörde Notariat,Autorité de surveillance du notariat,,Administrativentscheide,Procédure administrative,,,,Administrativentscheide,Procédure administrative,,BE 169.11,,
BE_NAB_002,41,,,,,,,,Aufsichtsbehörde Notariat,Autorité de surveillance du notariat,,Moderationsentscheide,Taxation officielle,,,,Moderationsentscheide,Taxation officielle,,BE 169.11,,
BE_NAB_003,42,,,,,,,,Aufsichtsbehörde Notariat,Autorité de surveillance du notariat,,Disziplinarentscheide,Procédure disciplinaire,,,,Disziplinarentscheide,Procédure disciplinaire,,BE 169.11,,
BE_UPL_001,98,XX_Upload,,,,,,Upload,Upload,,,,,,,,,,,,,
BE_XX_001,99,,,,,,,,Sonstiges,Autres,,,,,,,,,,-,,
BL_KG_001,1,BL_Gerichte,,ab,ab diesem Jahr aufgeführt,JJJJ,https://bl.swisslex.ch,Kantonsgericht,Kantonsgericht,,,Abteilung Zivilrecht,,,,,Das Kantonsgericht ist aus dem Obergericht und dem Verwaltungsgericht entstanden,,,,BL 170.000,
BL_KG_002,1,BL_Gerichte,,ab,ab diesem Jahr aufgeführt,JJJJ,https://bl.swisslex.ch,Kantonsgericht,Kantonsgericht,,,Abteilung Sozialversicherungsrecht,,,,,Das Kantonsgericht ist aus dem Obergericht und dem Verwaltungsgericht entstanden,,,,BL 170.000,
BL_KG_003,1,BL_Gerichte,,ab,ab diesem Jahr aufgeführt,JJJJ,https://bl.swisslex.ch,Kantonsgericht,Kantonsgericht,,,Abteilung Verfassungs- und Verwaltungsrecht,,,,,Das Kantonsgericht ist aus dem Obergericht und dem Verwaltungsgericht entstanden,,,,BL 170.000,
BL_KG_004,1,BL_Gerichte,,ab,ab diesem Jahr aufgeführt,JJJJ,https://bl.swisslex.ch,Kantonsgericht,Kantonsgericht,,,Abteilung Strafrecht,,,,,Das Kantonsgericht ist aus dem Obergericht und dem Verwaltungsgericht entstanden,,,,BL 170.000,
BL_KG_005,1,BL_Gerichte,,ab,ab diesem Jahr aufgeführt,JJJJ,https://bl.swisslex.ch,Kantonsgericht,Kantonsgericht,,,Aufsichtsbehörde Schuldbetreibung und Konkurs Basel-Landschaft,,,,,Das Kantonsgericht ist aus dem Obergericht und dem Verwaltungsgericht entstanden,,,,BL 170.000,
BL_KG_006,1,BL_Gerichte,,ab,ab diesem Jahr aufgeführt,JJJJ,https://bl.swisslex.ch,Kantonsgericht,Kantonsgericht,,,Anwaltsaufsichtskommission Basel-Landschaft,,,,,Das Kantonsgericht ist aus dem Obergericht und dem Verwaltungsgericht entstanden,,,,BL 170.000,
BL_KG_999,1,BL_Gerichte,,ab,ab diesem Jahr aufgeführt,JJJJ,https://bl.swisslex.ch,Kantonsgericht,Kantonsgericht,,,sonstige Abteilung,,,,,Das Kantonsgericht ist aus dem Obergericht und dem Verwaltungsgericht entstanden,,,,BL 170.000,
BL_SG_001,6,BL_Gerichte,,ab,ab diesem Jahr aufgeführt,JJJJ,https://bl.swisslex.ch,Steuergericht,Steuergericht,,,,,,,,,,,,BL 170.000,
BL_EG_001,7,BL_Gerichte,,ab,ab diesem Jahr aufgeführt,JJJJ,https://bl.swisslex.ch,Einteignungsgericht,Enteignungsgericht,,,,,,,,,,,,BL 170.000,
BL_ZMG_001,8,BL_Gerichte,,ab,ab diesem Jahr aufgeführt,JJJJ,https://bl.swisslex.ch,Zwangsmassnahmengericht,Zwangsmassnahmengericht,,,,,,,,,,,,BL 170.000,
BL_ZKG_001,9,,,,,,,,Zivilkreisgericht Basel-Landschaft Ost,,,,,,,,Erstinstanzgerichten,,,,BL 170.000,
BL_ZKG_002,10,,,,,,,,Zivilkreisgericht Basel-Landschaft West,,,,,,,,Erstinstanzgerichten,,,,BL 170.000,
BL_SG_001,11,,,,,,,,Strafgericht,,,,,,,,Erstinstanzgerichten,,,,BL 170.000,
BL_JUG_001,12,,,,,,,,Jugendgericht,,,,,,,,Erstinstanzgerichten,,,,BL 170.000,
BL_FR_001,13,,,,,,,,Friedensrichtern,,,,,,,,,,,,BL 170.000,
BL_SA_001,14,,,,,,,,Staatsanwaltschaft,,,,,,,,,,,,BL 170.000,
BL_AK_001,15,,,,,,,,Anwaltsaufsichtkommision,,,,,,,,,,,,BL 178.000,
BL_VB_001,16,,,,,,https://www.baselland.ch/themen/p/politische-rechte/verwaltungsentscheide,Verwaltungsentscheide,Verwaltungsbehörden,,,,,,,,,,,,BL 175.000,
BL_RR_001,17,,,,,,,,Regierungsrat,,,,,,,,,,,,BL 175.000,
BL_SBM_001,18,,,,,,,,Schlichtungsstelle für Mietangelegenheiten,,,,,,,,,,,,BL 223.000,
BL_SBGG_999,19,,,,,,,,Schlichtungsstelle für Diskriminierungsstreitigkeiten im Erwerbsleben,,,,,,,,,,,,BL 108.000,
BL_BKSI_001,20,,,,,,,,Beratende Kommission für sexuelle Integrität,,,,,,,,,,,,BL 108.31,
BL_UPL_001,98,XX_Upload,,,,,,Upload,Upload,,,,,,,,,,,,,
BL_XX_001,99,BL_Gerichte,,ab,ab diesem Jahr aufgeführt,,https://bl.swisslex.ch,,Sonstiges,,,,,,,,,,,,,
BS_BRK_001,1,,,,,,,,Baurekurskommission,,,,,,,,,,,,BS 790.100,
BS_SRK_001,2,,,,,,https://www.steuerverwaltung.bs.ch/steuersystem/steuerrechtsprechung.html,Steuerrechtsprechung,Steuerrekurskommission,,,,,,,,,,,,BS 640.100,
BS_SRK_002,3,,,,,,https://www.steuerrekurskommission.bs.ch/entscheide-in-progress/2010.html,Entscheide 2010,Steuerrekurskommission,,,,,,,,,,,,,
BS_SRK_003,4,,,,,,https://www.steuerrekurskommission.bs.ch/entscheide-in-progress/2011.html,Entscheide 2011,Steuerrekurskommission,,,,,,,,,,,,,
BS_SRK_004,5,,,,,,https://www.steuerrekurskommission.bs.ch/entscheide-in-progress/2012.html,Entscheide 2012,Steuerrekurskommission,,,,,,,,,,,,,
BS_SRK_005,6,,,,,,https://www.steuerrekurskommission.bs.ch/entscheide-in-progress/2013.html,Entscheide 2013,Steuerrekurskommission,,,,,,,,,,,,,
BS_SRK_006,7,,,,,,https://www.steuerrekurskommission.bs.ch/entscheide-in-progress/2014.html,Entscheide 2014,Steuerrekurskommission,,,,,,,,,,,,,
BS_SRK_007,8,,,,,,https://www.steuerrekurskommission.bs.ch/entscheide-in-progress/2015.html,Entscheide 2015,Steuerrekurskommission,,,,,,,,,,,,,
BS_SRK_008,9,,,,,,https://www.steuerrekurskommission.bs.ch/entscheide-in-progress/2016.html,Entscheide 2016,Steuerrekurskommission,,,,,,,,,,,,,
BS_SRK_009,10,,,,,,https://www.steuerrekurskommission.bs.ch/entscheide-in-progress/2017.html,Entscheide 2017,Steuerrekurskommission,,,,,,,,,,,,,
BS_SRK_010,11,,,,,,https://www.steuerrekurskommission.bs.ch/entscheide-in-progress/2018.html,Entscheide 2018,Steuerrekurskommission,,,,,,,,,,,,,
BS_SRK_011,12,,,,,,https://www.steuerrekurskommission.bs.ch/entscheide-in-progress/2019.html,Entscheide 2019,Steuerrekurskommission,,,,,,,,,,,,,
BS_SRK_012,13,,,,,,https://www.steuerrekurskommission.bs.ch/entscheide-in-progress/2020.html,Entscheide 2020,Steuerrekurskommission,,,,,,,,,,,,,
BS_SRK_013,14,,,,,,https://www.steuerrekurskommission.bs.ch/entscheide-in-progress.html,Entscheide (künftig),Steuerrekurskommission,,,,,,,,,,,,,
BS_APG_001,15,BS_Omni,,ab,Publikationsdatum,tt.mm.jjjj,"https://rechtsprechung.gerichte.bs.ch/cgi-bin/nph-omniscgi.exe?OmnisPlatform=WINDOWS&WebServerUrl=rechtsprechung.gerichte.bs.ch&WebServerScript=/cgi-bin/nph-omniscgi.exe&OmnisLibrary=JURISWEB&OmnisClass=rtFindinfoWebHtmlService&OmnisServer=JURISWEB,7000&Aufruf=loadTemplate&cTemplate=search.html&Schema=BS_FI_WEB&cSprache=DE&Parametername=WEB&nAnzahlTrefferProSeite=5&nSeite=1&bInstanzInt=all",Gerichte,Appellationsgericht,,,,,,#AG#,,,,,,BS 154.100,
BS_ZG_001,16,,,,,,,,Zivilgericht,,,,,,,,,,,,BS 154.100,
BS_SG_001,17,,,,,,,,Strafgericht,,,,,,,,,,,,BS 154.100,
BS_JUG_001,18,,,,,,,,Jugendgericht,,,,,,,,,,,,BS 154.100,
BS_SVG_001,19,BS_Omni,,ab,Publikationsdatum,tt.mm.jjjj,"https://rechtsprechung.gerichte.bs.ch/cgi-bin/nph-omniscgi.exe?OmnisPlatform=WINDOWS&WebServerUrl=rechtsprechung.gerichte.bs.ch&WebServerScript=/cgi-bin/nph-omniscgi.exe&OmnisLibrary=JURISWEB&OmnisClass=rtFindinfoWebHtmlService&OmnisServer=JURISWEB,7000&Aufruf=loadTemplate&cTemplate=search.html&Schema=BS_FI_WEB&cSprache=DE&Parametername=WEB&nAnzahlTrefferProSeite=5&nSeite=1&bInstanzInt=all",Gerichte,Sozialversicherungsgericht,,,,,,#SVG#,,,,,,BS 154.100,
BS_GFU_001,20,,,,,,,,Gericht für fürsorgerische Unterbringungen ,,,,,,,,,,,,BS 154.100,
BS_SBM_001,21,,,,,,,,Schlichtungsstelle für Mietstreitigkeiten,,,,,,,,,,,,BS 154.100,
BS_SBGG_001,22,,,,,,,,Schlichtungsstelle für Diskriminierungsfragen,,,,,,,,,,,,BS 154.100,
BS_SBZG_001,23,,,,,,,,Schlichtungsbehörde des Zivilgerichts,,,,,,,,Teil des Zivilgericht,,,,,
BS_AK_001,24,,,,,,,,Aufsichtsbehörde (Advokatur),,,,,,,,,,,,BS 291.100,
BS_NK_001,25,,,,,,,,Notariatsaufsichtskommission,,,,,,,,,,,,BS 292.100,
BS_SA_001,26,,,,,,,,Staatsanwaltschaft,,,,,,,,,,,,BS 154.100,
BS_ZMG_001,27,,,,,,,,Zwangsmassnahmengericht,,,,,,,,,,,,BS 154.100,
BS_RR_001,28,,,,,,https://www.fd.bs.ch/ueber-das-departement/weitere-institutionen/entscheide-beschluesse/regierungsrat.html,Regierungsrat,Regierungsrat,,,,,,,,,,,,BS 270.100,
BS_VB_001,29,,,,,,,,Verwaltungsbehörden,,,,,,,,,,,,BS 270.100,
BS_PRK_001,30,,,,,,https://www.fd.bs.ch/ueber-das-departement/weitere-institutionen/entscheide-beschluesse/personalrekurskommission.html,Personalrekurskommission,Personalrekurskommission,,,,,,,,,,,,,
BS_VG_001,31,,,,,,https://www.fd.bs.ch/ueber-das-departement/weitere-institutionen/entscheide-beschluesse/verwaltungsgericht-personalgesetz.html,Verwaltungsgericht betr. Personalgesetz,Verwaltungsgericht,,,,,,,,Entscheide bis 2016,,,,,Inaktiv
BS_VG_002,32,,,,,,https://www.fd.bs.ch/ueber-das-departement/weitere-institutionen/entscheide-beschluesse/veraltungsgericht-lohngesetz.html,Verwaltungsgericht betr. Lohngesetz,Verwaltungsgericht,,,,,,,,Entscheide bis 2009,,,,,Inaktiv
BS_UPL_001,98,XX_Upload,,,,,,Upload,Upload,,,,,,,,,,,,,
BS_XX_001,99,,,,,,,,Sonstiges,,,,,,,,,,,,,
FR_TC_001,1,FR_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,https://publicationtc.fr.ch/?locale=de,Tribuna Publikation,Kantonsgericht,Tribunal cantonal,,Zivilappellationshöfe,Cours d'appel civil,,Zivilappellationshof,,,,,mehrsprachiger Kanton,FR 130.1,
FR_TC_003,2,FR_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,https://publicationtc.fr.ch/?locale=de,Tribuna Publikation,Kantonsgericht,Tribunal cantonal,,Schuldbetreibungs- und Konkurskammer,Chambre des poursuites et faillites,,,,,,,,FR 130.1,
FR_TC_004,3,FR_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,https://publicationtc.fr.ch/?locale=de,Tribuna Publikation,Kantonsgericht,Tribunal cantonal,,Kindes- und Erwachsenenschutzhof,Cour de protection de l'enfant et de l'adulte,,,,,,,,FR 130.1,
FR_TC_005,4,FR_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,https://publicationtc.fr.ch/?locale=de,Tribuna Publikation,Kantonsgericht,Tribunal cantonal,,Strafkammer,Chambre pénale,,,,,,,,FR 130.1,
FR_TC_006,5,FR_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,https://publicationtc.fr.ch/?locale=de,Tribuna Publikation,Kantonsgericht,Tribunal cantonal,,Strafappellationshof,Cour d'appel pénal,,,,,,,,FR 130.1,
FR_TC_007,6,FR_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,https://publicationtc.fr.ch/?locale=de,Tribuna Publikation,Kantonsgericht,Tribunal cantonal,,Verwaltungsgerichtshöfe,Cours administrative,,Verwaltungsgerichtshof,,,,,,FR 130.1,
FR_TC_010,7,FR_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,https://publicationtc.fr.ch/?locale=de,Tribuna Publikation,Kantonsgericht,Tribunal cantonal,,Steuergerichtshof,Cour fiscale,,,,,,,,FR 130.1,
FR_TC_011,8,FR_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,https://publicationtc.fr.ch/?locale=de,Tribuna Publikation,Kantonsgericht,Tribunal cantonal,,Sozialversicherungsgerichtshöfe,Cour des assurances sociales,,Sozialversicherungsgerichtshof,,,,,,FR 130.1,
FR_TC_012,8,FR_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,https://publicationtc.fr.ch/?locale=de,Tribuna Publikation,Kantonsgericht,Tribunal cantonal,,Moderationshof,Cour de modération ,,,,,,,,FR 130.1,
FR_TC_999,9,FR_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,,,Kantonsgericht,Tribunal cantonal,,Sonstiger Gerichtshöfe,Autres Cours,,,,,,,,FR 130.1,
FR_TA_001,10,,,,,,,,Bezirksgerichte,Tribunaux d'arrondissement,,Bezirksgerichte in Zivilsachen,Tribunaux d'arrondissement en matière civile,,,,,,,,FR 130.1,
FR_TA_002,11,,,,,,,,Bezirksgerichte,Tribunaux d'arrondissement,,Bezirksgerichte in Strafsachen,Tribunaux d'arrondissement en matière pénale,,,,,,,,FR 130.1,
FR_TA_999,12,,,,,,,,Bezirksgerichte,Tribunaux d'arrondissement,,Weitere Bekirksgerichte,Autres Tribunaux d'arrondissement,,,,,,,,FR 130.1,
FR_CCMB_001,13,,,,,,,,Schlichtungsbehörden in Mietsachen,Commissions de conciliation en matière de bail,,,,,,,,,,,FR 130.1,
FR_CCME_001,14,,,,,,,,Schlichtungsstelle für Gleichstellungsfragen,Commission de conciliation en matière d'égalité,,,,,,,,,,,FR 130.1,
FR_TPE_001,15,,,,,,,,Wirtschaftsstrafgericht,Tribunal pénal économique,,,,,,,,,,,FR 130.1,
FR_TM_001,16,,,,,,,,Jugendgericht,Tribunal des mineurs,,,,,,,,,,,FR 130.1,
FR_GMC_001,17,,,,,,,,Zwangsmassnahmengericht,Tribunal des mesures de contrainte,,,,,,,,,,,FR 130.1,
FR_MP_001,18,,,,,,,,Staatsanwaltschaft,Ministère public,,,,,,,,,,,FR 130.1,
FR_JP_001,19,,,,,,,,Friedensrichter,Justice de paix,,,,,,,,,,,FR 130.1,
FR_TPH_001,20,,,,,,,,Arbeitsgerichte,Tribunal des prud'hommes,,,,,,,,,,,FR 130.1,
FR_TB_001,21,,,,,,,,Mietgerichte,Tribunal des baux,,,,,,,,,,,FR 130.1,
FR_TPM_001,22,,,,,,,,Jugendstrafgericht,Tribunal pénal des mineurs,,,,,,,,,,,FR 130.1,
FR_AA_001,23,,,,,,,,Verwaltungsbehörden,Autorités administratives,,,,,,,,,,,FR 150.1,
FR_GO_001,24,,,,,,,,Staatsrat,Conseil d'Etat,,,,,,,,,,,FR 150.1,
FR_CE_001,25,,,,,,,,Enteignungskommission,Commission d'expropriation,,,,,,,,,,,FR 150.1,
FR_CR_001,26,,,,,,,,Rekurskommissionen,Commission de recours,,Rekurskommission,Commission de recours,,,,,,,,FR 150.1,
FR_CN_001,27,,,,,,,,Notariatskommission,Commission du notariat,,,,,,,,,,,FR 261.1,
FR_CA_001,28,,,,,,,,Anwaltskommission,Commission du barreau,,,,,,,,,,,FR 137.1,
FR_TAMA_001,29,FR_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,https://publicationtc.fr.ch/?locale=de,Tribuna Publikation,Schiedsgericht in Sachen Kranken- und Unfallversicherung,Tribunal arbitral en matière d'assurance-maladie et accidents,,,,,Tribunal arbitral LAMal/LAA|LAA Schiedsgericht KVG/UVG,,,,,,art. 89 KVG,
FR_CRPR_001,30,,,,,,,,Rekurskommission für die Ersterhebung,Commission de recours en matière de premier relevé,,,,,,,,,,,FR 241.6.1,
FR_CRAF_001,31,,,,,,,,Rekurskommission für Bodenverbesserungen,Commission de recours en matière d'améliorations foncières,,,,,,,,,,,FR 917.1,
FR_CRU_001,32,,,,,,,,Rekurskommission der Universität,Commission de recours de l'Université,,,,,,,,,,,FR 431.0.1,
FR_UPL_001,98,XX_Upload,,,,,,Upload,Upload,,,,,,,,,,,,,
FR_XX_001,99,,,,,,,,Sonstiges,Autres,,,,,,,,,,,,
GE_CAPJ_001,1,GE_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,http://ge.ch/justice/donnees/decis/capj,Cour d'appel du Pouvoir judiciaire,,Court d'appel du pouvoir judiciaire,,,,,,,,,,,GE E 2 05,
GE_CJ_001,2,GE_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,http://ge.ch/justice/donnees/decis/acjc,Chambre civile,,Cour de Justice (Cour civile),,,Chambre civile,,,,,,,,GE E 2 05,
GE_CJ_002,3,GE_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,http://ge.ch/justice/donnees/decis/sommaires,Sommaires,,Cour de Justice (Cour civile),,,Chambre civile (Sommaires),,,,,,,,,
GE_CJ_003,4,GE_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,http://ge.ch/justice/donnees/decis/caph,Chambre des prud'hommes,,Cour de Justice (Cour civile),,,Chambre des prud'hommes,,,,,,,,GE E 2 05,
GE_CJ_004,5,GE_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,http://ge.ch/justice/donnees/decis/cabl,Chambre des baux et loyers,,Cour de Justice (Cour civile),,,Chambre des baux et loyers,,,,,,,,GE E 2 05,
GE_CJ_005,6,GE_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,http://ge.ch/justice/donnees/decis/aj,Assistance Juridique,,Cour de Justice (Cour civile),,,Assistance Juridique,,,,,,,,,
GE_CJ_006,7,GE_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,http://ge.ch/justice/donnees/decis/das,Chambre de surveillance,,Cour de Justice (Cour civile),,,Chambre de surveillance,,,,,,,,GE E 2 05,
GE_CJ_007,8,GE_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,http://ge.ch/justice/donnees/decis/dcso,Chambre de surveillance en matière de poursuite et faillites,,Cour de Justice (Cour civile),,,Chambre de surveillance en matière de poursuite et faillites,,,,,,,,,
GE_CJ_008,9,GE_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,http://ge.ch/justice/donnees/decis/comtax,Commission de taxation des honoraires d'avocats,,Cour de Justice (Cour civile),,,Commission de taxation des honoraires d'avocats,,,,,,,,,
GE_CJ_009,10,GE_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,http://ge.ch/justice/donnees/decis/parp,Chambre pénale d'appel et de révision,,Cour de Justice (Cour pénale),,,Chambre pénale d'appel et de révision,,,,,,,,GE E 2 05,
GE_CJ_010,11,GE_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,http://ge.ch/justice/donnees/decis/cjp,Chambre pénale,,Cour de Justice (Cour pénale),,,Chambre pénale,,,,,,,,,
GE_CJ_011,12,GE_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,http://ge.ch/justice/donnees/decis/pcpr,Chambre pénale de recours,,Cour de Justice (Cour pénale),,,Chambre pénale de recours,,,,,,,,GE E 2 05,
GE_CJ_012,13,GE_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,http://ge.ch/justice/donnees/decis/oca,Chambre d'accusation,,Cour de Justice (Cour pénale),,,Chambre d'accusation,,,,,,,,,Aktiv bis 31.12.2010
GE_CJ_013,14,GE_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,http://ge.ch/justice/donnees/decis/ata,Chambre administrative (Cour de droit public de la Cour de Justice),,Cour de justice (Cour de droit public),,,Chambre administrative,,,,,,,,GE E 2 05,
GE_CJ_014,15,GE_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,http://ge.ch/justice/donnees/decis/atas,Chambre des assurances sociales (Cour de droit public de la Cour de Justice),,Cour de justice (Cour de droit public),,,Chambre des assurances sociales,,,,,,,,GE E 2 05,
GE_CJ_015,16,GE_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,http://ge.ch/justice/donnees/decis/cst,Chambre constitutionnelle (Cour de droit public de la Cour de justice),,Cour de justice (Cour de droit public),,,Chambre constitutionnelle,,,,,,,,GE E 2 05,
GE_TP_001,17,GE_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,http://ge.ch/justice/donnees/decis/jtp,Tribunal pénal,,Tribunal pénal,,,,,,,,,,,GE E 2 05,
GE_TAPI_001,18,GE_Gerichte,,ab,Entscheiddatum,TT.MM.JJJJ,http://ge.ch/justice/donnees/decis/dccr,Tribunal administratif de première instance en matière fiscale,,Tribunal administratif de première instance en matière fiscale,,,,,,,,,,,GE E 2 05,
GE_TCI_001,30,,,,,,,,,Tribunal civil,,,Tribunal de première instance,,,,,,,,GE E 2 05,
GE_TCI_002,31,,,,,,,,,Tribunal civil,,,Tribunal des baux et loyers,,,,,,,,GE E 2 05,
GE_TCI_003,32,,,,,,,,,Tribunal civil,,,Commission de conciliation en matière de baux et loyers,,,,,,,,GE E 2 05,
GE_TCI_004,33,,,,,,,,,Tribunal civil,,,Sonstiges,,,,,,,,,
GE_TPAE_001,34,,,,,,,,,Tribunal de protection de l'adulte et de l'enfant,,,Tribunal de protection,,,,,,,,GE E 2 05,
GE_TPAE_002,35,,,,,,,,,Tribunal de protection de l'adulte et de l'enfant,,,Justice de paix,,,,,,,,GE E 2 05,
GE_TPAE_003,36,,,,,,,,,Tribunal de protection de l'adulte et de l'enfant,,,Autres,,,,,,,,,
GE_TPH_001,37,,,,,,,,,Tribunal des prud'hommes,,,,,,,,,,,GE E 2 05,
GE_MP_001,38,,,,,,,,,Ministère public,,,,,,,,,,,GE E 2 05,
GE_TP_002,39,,,,,,,,,Tribunal pénal,,,Tribunal des mesures de contrainte,,,,,,,,GE E 2 05,
GE_TP_003,40,,,,,,,,,Tribunal pénal,,,Tribunal d'application des peines et des mesures,,,,,,,,GE E 2 05,
GE_TP_004,41,,,,,,,,,Tribunal pénal,,,Autres,,,,,,,,,
GE_TM_001,42,,,,,,,,,Tribunal des mineurs,,,,,,,,,,,GE E 2 05,
GE_CJ_016,43,,,,,,,,,Cour de Justice,,,Tribunal arbitral (assurances sociales),,,,,,,,GE E 2 05,
GE_CJ_017,44,,,,,,,,,Cour de Justice,,,Autres,,,,,,,,,
GE_CA_001,45,,,,,,,,,Commission du barreau (avocat),,,,,,,,,,,GE E 6 10,
GE_CN_001,46,,,,,,,,,Commission de surveillance (notaire),,,,,,,,,,,GE E 6 05,
GE_GO_001,47,,,,,,https://www.ge.ch/publication?titre=recours&type=191&dossier=All&organisation=976,Liste des publications,,Conseil d'Etat,,,,,,,,,,,BE E 5 10,
GE_AA_001,48,,,,,,,,,Autorités administratives,,,,,,,,,,,BE E 5 10,
GE_UPL_001,98,XX_Upload,,,,,,Upload,Upload,,,,,,,,,,,,,
GE_XX_002,99,,,,,,,,,Autres ,,,,,,,,,,,,
GL_OG_001,1,GL_Omni,,ab,tt.mm.jjjj,tt.mm.jjjj,https://www.gl.ch/rechtspflege/entscheiddatenbank-der-gerichte.html/272,Entscheiddatenbank der Gerichte,Obergericht,,,,,,OG,,,,,,GL III A/2,
GL_VG_001,2,GL_Omni,,ab,tt.mm.jjjj,tt.mm.jjjj,https://www.gl.ch/rechtspflege/entscheiddatenbank-der-gerichte.html/272,Entscheiddatenbank der Gerichte,Verwaltungsgericht,,,,,,VG,,,,,,GL III A/2,
