Signatur,Sortierung,Spider,Test,Parameter,Bedeutung,Format,URL (manuell),Bezeichnung der URL (nur intern),Stufe 2 de,Stufe 2 fr,Stufe 2 it,Stufe 3 de,Stufe 3 fr,Stufe 3 it,Matching,GN-Match,Bemerkung DE,Bemerkung FR,Bemerkung IT,interne Bemerkung,Gesetzliche Grundlage,Aktivität
ZG_XX_001,99,,,,,,https://www.zg.ch/behoerden/baudirektion/direktionssekretariat/urteile-und-entscheide-in-sachen-planungs-und-baurecht,Urteile und Entscheide in Sachen Planungs- und Baurecht,Sonstiges,,,,,,,,,,,,,
ZH_BK_001,1,,,,,,https://www.gerichte-zh.ch/entscheide/entscheide-suchen.html,Zivil- und Strafrechtspflege,Bezirksgerichte,,,Bezirksgerichte Zivilsachen,,,,,"Für Zivil- und Strafverfahren bestehen in jedem Bezirk ein Bezirksgericht mit Arbeits-, Miet- und Jugend-gericht",,,,ZH 211.1,
ZH_BK_002,2,,,,,,https://www.gerichte-zh.ch/entscheide/entscheide-suchen.html,Zivil- und Strafrechtspflege,Bezirksgerichte,,,Bezirksgerichte Strafsachen,,,,,"Für Zivil- und Strafverfahren bestehen in jedem Bezirk ein Bezirksgericht mit Arbeits-, Miet- und Jugend-gericht",,,,ZH 211.1,
ZH_BK_003,3,,,,,,https://www.gerichte-zh.ch/entscheide/entscheide-suchen.html,Zivil- und Strafrechtspflege,Bezirksgerichte,,,Arbeitsgerichte,,,,,"Für Zivil- und Strafverfahren bestehen in jedem Bezirk ein Bezirksgericht mit Arbeits-, Miet- und Jugend-gericht",,,,ZH 211.1,
ZH_BK_004,4,ZH_Obergericht,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.gerichte-zh.ch/entscheide/entscheide-suchen.html,Zivil- und Strafrechtspflege,Bezirksgerichte,,,Mietgericht,,,Mietgericht,,"Für Zivil- und Strafverfahren bestehen in jedem Bezirk ein Bezirksgericht mit Arbeits-, Miet- und Jugend-gericht",,,,ZH 211.1,
ZH_BK_005,5,,,,,,https://www.gerichte-zh.ch/entscheide/entscheide-suchen.html,Zivil- und Strafrechtspflege,Bezirksgerichte,,,Jugendgerichte,,,,,"Für Zivil- und Strafverfahren bestehen in jedem Bezirk ein Bezirksgericht mit Arbeits-, Miet- und Jugend-gericht",,,,ZH 211.1,
ZH_BK_999,6,,,,,,https://www.gerichte-zh.ch/entscheide/entscheide-suchen.html,Zivil- und Strafrechtspflege,Bezirksgerichte,,,Weitere Bezirksgerichte,,,,,,,,,ZH 211.1,
ZH_OG_001,7,ZH_Obergericht,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.gerichte-zh.ch/entscheide/entscheide-suchen.html,Zivil- und Strafrechtspflege,Obergericht,,,Zivilkammern,,,Zivilkammer,,,,,,ZH 211.1,
ZH_OG_002,8,ZH_Obergericht,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.gerichte-zh.ch/entscheide/entscheide-suchen.html,Zivil- und Strafrechtspflege,Obergericht,,,Strafkammern,,,Strafkammer,,,,,,ZH 211.1,
ZH_OG_003,9,ZH_Obergericht,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.gerichte-zh.ch/entscheide/entscheide-suchen.html,Zivil- und Strafrechtspflege,Obergericht,,,Zwangsmassnahmengericht,,,,,,,,,ZH 211.1,
ZH_OG_004,9,ZH_Obergericht,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.gerichte-zh.ch/entscheide/entscheide-suchen.html,Zivil- und Strafrechtspflege,Obergericht,,,Verwaltungskommission,,,,,,,,,ZH 211.1,
ZH_OG_005,9,ZH_Obergericht,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.gerichte-zh.ch/entscheide/entscheide-suchen.html,Zivil- und Strafrechtspflege,Obergericht,,,Aufsichtskommission über die Anwältinnen und Anwälte,,,,,,,,,ZH 211.1,
ZH_KSG_001,10,ZH_Obergericht,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.gerichte-zh.ch/entscheide/entscheide-suchen.html,Zivil- und Strafrechtspflege,Kassationsgericht,,,,,,,,,,,,ZH 211.1,
ZH_OG_999,11,ZH_Obergericht,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.gerichte-zh.ch/entscheide/entscheide-suchen.html,Zivil- und Strafrechtspflege,Obergericht,,,Weitere Kammern,,,,,,,,,ZH 211.1,
ZH_HG_001,12,ZH_Obergericht,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.gerichte-zh.ch/entscheide/entscheide-suchen.html,Zivil- und Strafrechtspflege,Handelsgericht,,,,,,,,,,,,ZH 211.1,
ZH_SOBE_001,13,ZH_Obergericht,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.gerichte-zh.ch/entscheide/entscheide-suchen.html,Zivil- und Strafrechtspflege,Andere Behörden und Gerichte,,,,,,,,,,,,ZH 211.1,
ZH_SBGG_001,14,,,,,,,,Paritätische Schlichtungsbehörde für Streitigkeiten nach dem Gleichstellungsgesetz,,,,,,,,,,,,ZH 211.1,
ZH_SBMP_001,15,,,,,,,,Paritätische Schlichtungsbehörden in Miet- und Pacht-sachen,,,,,,,,,,,,ZH 211.1,
ZH_FR_001,16,,,,,,,,Friedensrichter,,,,,,,,,,,,ZH 211.1,
ZH_STA_001,17,,,,,,,,Staatsanwaltschaften,,,Oberstaatsanwaltschaft,,,,,,,,,ZH 211.1,
ZH_STA_002,18,,,,,,,,Staatsanwaltschaften,,,Staatsanwaltschaft,,,,,,,,,ZH 211.1,
ZH_STA_003,19,,,,,,,,Staatsanwaltschaften,,,Oberjugendanwaltschaft,,,,,,,,,ZH 211.1,
ZH_STA_004,20,,,,,,,,Staatsanwaltschaften,,,Jugendanwaltschaften,,,,,,,,,ZH 211.1,
ZH_STA_999,21,,,,,,,,Staatsanwaltschaften,,,Sonstiges,,,,,,,,,ZH 211.1,
ZH_VG_001,22,ZH_Verwaltungsgericht,,ab,Anhängigkeitsjahr,JJJJ,https://www.zh.ch/de/politik-staat/streitigkeiten-vor-verwaltungsgericht/rechtsprechung-des-verwaltungsgerichts.html,Verwaltungsgericht,Verwaltungsgericht,,,,,,,,,,,,ZH 175.2,
ZH_SRK_001,23,ZH_Steuerrekurs,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.strgzh.ch/entscheide/datenbank/volltextsuche,Steuerrekursgericht,Steuerrekursgericht,,,,,,,,,,,https://www.strgzh.ch/assets/assets/publikationslisteaktuell-1601029232.pdf,ZH 161,
ZH_BRK_001,24,ZH_Baurekurs,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.baurekursgericht-zh.ch/rechtsprechung/rechtsprechung/,Baurekursgericht,Baurekursgericht,,,,,,,,,,,,ZH 161,
ZH_AK_001,25,,,,,,,,Aufsichtskommission (Anwälte),,,,,,,,,,,,ZH 215.1,
ZH_SK_001,26,,,,,,,,Schätzungskommissionen,,,,,,,,,,,,ZH 781,
ZH_VB_001,27,,,,,,https://www.zh.ch/de/politik-staat/gesetze-beschluesse/rekursentscheide.html,Kantonale Verwaltung (ZHEntscheide),Verwaltungsbehörden,,,,,,,,,,,,ZH 175.2,
ZH_RR_001,28,,,,,,,,Regierungsrat,,,,,,,,,,,,ZH 175.2,
ZH_SVG_001,29,ZH_Sozialversicherungsgericht,,ab,Anhängigkeitsjahr,JJJJMMTT,https://chid003d.ideso.ch/c050018/svg/findexweb.nsf/suche.xsp,Sozialversicherungsgericht,Sozialversicherungsgericht,,,,,,,,,,,,ZH 212.81,
ZH_KG_001,30,,,,,,https://www.gerichte-zh.ch/entscheide/entscheide-suchen.html,Zivil- und Strafrechtspflege,Kassationsgericht,,,,,,,,,,,,,Aktiv bis (30.06.2012)
ZH_UPL_001,98,XX_Upload,,,,,,Upload,Upload,,,,,,,,,,,,,
ZH_XX_001,99,,,,,,,,Sonstiges,,,,,,,,,,,,,
FL_STGH_001,1,,,,,,https://www.gerichtsentscheidungen.li/default.aspx?z=d1-yNzVFfAVa7pp01rCL0Q2,Gerichtsentscheidungen,Staatsgerichtshof,,,,,,,,,,,,,
FL_LG_001,2,,,,,,,,Fürstliche Landegericht,,,,,,,,erste Instanz,,,,FL 173.3,
FL_OG_001,3,,,,,,https://www.gerichtsentscheidungen.li/default.aspx?z=d1-yNzVFfAVa7pp01rCL0Q4,Gerichtsentscheidungen,Fürstliche Obergericht,,,,,,,,zewite Instanz,,,,FL 173.3,
FL_OGH_001,4,,,,,,https://www.gerichtsentscheidungen.li/default.aspx?z=d1-yNzVFfAVa7pp01rCL0Q5,Gerichtsentscheidungen,Fürstliche Oberste Gerichtshof,,,,,,,,dritte Instanz,,,,FL 173.3,
FL_VGH_001,5,,,,,,https://www.gerichtsentscheidungen.li/default.aspx?z=d1-yNzVFfAVa7pp01rCL0Q5,Gerichtsentscheidungen,Verwaltungsgerichtshof,,,,,,,,,,,,,
FL_PR_001,99,,,,,,,,Sonstiges,,,,,,,,,,,,,
TA_SST_001,1,TA_SST,,,,,https://www.sportstribunal.ch/rechsprechung,Öffentliche Entscheide und Schiedssprüche,Schweizer Sportgericht,Tribunal du sport suisse,Tribunale dello sport svizzero,,,,,,,,,,,
SST_XX,99,,,,,,,,nicht zugeordnet,non attribué,non assegnato,,,,,,,,,,,
